H,K,L,Distance,2theta/TOF,Mult
0,0,2,7.1135,12.443209674622143,2
0,0,3,4.7423,18.711325080411804,2
0,0,-4,3.5567,25.036606563200188,2
0,0,5,2.8454,31.439889621582285,2
0,1,0,2.4768,36.26993383706207,6
1,0,-1,2.4401,36.83488302594167,12
0,0,6,2.3711,37.94711992029405,2
-1,0,2,2.339,38.4882506167485,12
0,-1,3,2.1954,41.11563567419483,12
0,-1,4,2.0325,44.58021781671523,12
0,0,7,2.0324,44.582529099415304,2
0,1,5,1.8681,48.74609391674381,12
0,0,8,1.7783,51.38169691334748,2
0,1,6,1.7128,53.499354943653515,12
0,0,-9,1.5807,58.38008918025813,2
-1,0,-7,1.5711,58.77163067114942,12
0,1,8,1.4445,64.51067777295438,12
1,1,0,1.4299,65.250581583172,6
-1,-1,1,1.4228,65.61701369592805,12
0,0,-10,1.4227,65.62220624401388,2
1,1,2,1.4019,66.72179222699212,12
1,1,-3,1.3691,68.53886445417436,12
1,0,-9,1.3325,70.69746776697241,12
-1,-1,-4,1.3267,71.05320351263342,12
0,0,-11,1.2933,73.18039678953068,2
1,1,5,1.2777,74.22262083124924,12
0,2,0,1.2384,76.99974863045851,6
2,0,1,1.2337,77.34742021555316,12
0,1,-10,1.2336,77.35485546489885,12
1,1,6,1.2245,78.03819946285776,12
0,2,2,1.22,78.381123607458,12
