system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
2,2.977037519772452,2.977037519772452,4.672646313491254,90.0,90.0,120.0
1,3.2963087489970397,3.2963087489970397,3.2963087489970397,90.0,90.0,90.0
