system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
1,9.410250604058344,9.410250604058344,9.410250604058344,90,90,90
3,4.495396802455429,4.495396802455429,3.11132599583275,90,90,90
1,9.41667866715083,9.41667866715083,9.41667866715083,90,90,90
