H,K,L,Distance,2theta/TOF,Mult
0,0,2,4.0178,22.124589040272625,2
0,2,0,3.9962,22.24569641410491,4
0,2,2,2.8333,31.577655062544082,8
2,2,0,2.8257,31.66481285796469,4
2,-2,2,2.3113,38.96803427634409,8
0,0,-4,2.0089,45.132606960517705,2
0,4,0,1.9981,45.39012433171654,4
0,-2,4,1.7949,50.872404918203046,8
0,-4,-2,1.789,51.05221210407376,8
4,2,0,1.7871,51.1103976632069,8
-2,2,4,1.6373,56.17875746377224,16
-4,-2,-2,1.6329,56.34361911949373,8
4,0,4,1.4166,65.94062826039422,8
4,4,0,1.4128,66.1406726403516,4
0,0,6,1.3392,70.29132583545763,2
-2,4,4,1.3352,70.53318577750231,8
-4,4,2,1.3328,70.67917308738117,16
0,-6,0,1.332,70.72798182210327,4
0,2,-6,1.2698,74.76298970295088,8
0,6,2,1.2643,75.14435225176578,8
6,-2,0,1.2637,75.18621558446463,8
-2,2,6,1.2102,79.13973420196446,16
-2,6,2,1.2054,79.51733977462578,16
4,4,4,1.1556,83.68982914234229,1
-4,0,-6,1.1125,87.73004107795856,8
6,0,-4,1.1101,87.96839699176971,8
-4,6,0,1.1083,88.14815753087133,8
-4,-2,-6,1.0717,92.00054427530762,16
-6,-2,-4,1.0696,92.2337695837728,16
6,4,-2,1.0684,92.36767556704406,16
0,0,8,1.0044,100.26749068753234,2
-8,0,0,0.999,101.01209055288409,4
2,0,8,0.9741,104.63639519267336,8
4,-4,6,0.9719,104.97286745797918,16
-4,-6,-4,0.9704,105.20389867219568,8
0,-8,-2,0.9695,105.34315440364786,8
-8,2,0,0.9692,105.38967986031263,8
-2,-2,8,0.9464,109.09201938637997,8
0,6,-6,0.9444,109.43353215702874,8
-8,-2,-2,0.9422,109.81255138348915,8
6,6,0,0.9419,109.86451164732593,4
2,6,6,0.9191,114.02241015712197,8
-6,-6,2,0.917,114.42778528009187,8
0,4,-8,0.8974,118.42229527061707,8
8,0,4,0.8945,119.04866063042265,8
-8,4,0,0.8935,119.26695129341259,8
2,-4,-8,0.8756,123.39283119621513,16
2,8,4,0.8729,124.05456458369652,16
-4,8,2,0.8722,124.22797636807495,16
