H,K,L,Distance,2theta/TOF,Mult
0,7,0,1.1417,84.94537550907476,4
-1,0,-7,1.1363,85.44490254406706,8
4,-3,-5,1.1333,85.72535356523208,16
-3,5,4,1.1322,85.82871836784489,16
5,-4,3,1.1313,85.9135037645136,16
-7,0,1,1.1304,85.99848275996273,8
-7,-1,0,1.1303,86.00793685459158,8
1,1,7,1.1249,86.522051132118,8
5,-1,-5,1.1221,86.79144119088133,16
-1,7,1,1.1192,87.07251091867883,16
2,0,7,1.1033,88.65202541085779,8
-1,-4,-6,1.1018,88.80450269448664,16
1,6,-4,1.0996,89.0292506665406,16
-7,0,-2,1.0982,89.17296784429567,8
-4,6,1,1.0979,89.20383522286961,16
7,2,0,1.0978,89.21412992115405,8
-2,-1,7,1.0929,89.72201221833153,16
3,3,-6,1.0915,89.86837343726519,8
5,2,5,1.0903,89.99427419157036,8
3,-6,3,1.0886,90.17334691187374,8
-7,-1,-2,1.088,90.23674986424574,16
-7,-2,-1,1.0877,90.26849079802874,16
2,2,-7,1.0635,92.91931524471602,8
4,4,-5,1.0611,93.1923955972225,8
4,5,4,1.0602,93.29529766204648,8
2,-7,2,1.059,93.4329254278656,8
0,3,7,1.0542,93.98835404565305,8
0,7,-3,1.0503,94.44553751220944,8
-3,7,0,1.0494,94.55180545739505,8
3,-1,-7,1.0452,95.05157407642506,16
-3,-5,5,1.0429,95.32798213074527,16
7,1,-3,1.0413,95.5214207598889,16
-3,7,1,1.0406,95.60635068494813,16
0,-5,-6,1.0265,97.35727848342194,8
0,-6,5,1.0255,97.48445658869957,8
6,-3,4,1.0247,97.5864940500302,16
-4,6,-3,1.0241,97.66319503895176,16
-6,-5,0,1.0233,97.76569456154614,8
-3,2,-7,1.0193,98.28220466677865,16
1,-5,6,1.0182,98.42543137967091,16
-1,-6,5,1.0172,98.55608712434447,16
7,2,3,1.0158,98.73972975675497,16
7,-3,-2,1.0153,98.8055225016414,16
-6,5,-1,1.0151,98.83187010214377,16
0,1,8,0.9966,101.34752250930242,8
-4,0,-7,0.9953,101.53039398222573,8
5,-2,-6,0.9943,101.67163408441684,16
-6,-2,5,0.9933,101.81337326713275,16
0,-7,4,0.9926,101.9128894468985,8
-6,-5,-2,0.9916,102.05548480210443,16
0,-8,1,0.9914,102.08406475198913,8
8,-1,0,0.9913,102.0983623591371,8
1,-1,8,0.9889,102.44304075002192,16
-1,-4,7,0.9877,102.61649508811148,16
5,4,5,0.9858,102.89267078815523,8
1,7,4,0.985,103.00952501822816,16
-4,7,1,0.9838,103.18544513189491,16
-3,-3,-7,0.9802,103.71786522740312,8
3,7,-3,0.9771,104.1820443320921,16
2,-1,8,0.967,105.73251333365337,16
4,2,-7,0.9658,105.92074641702298,16
-7,2,-4,0.9633,106.31573605366104,16
7,-4,2,0.9624,106.45888201044481,16
-2,8,-1,0.9622,106.49076113243869,16
-5,3,6,0.9579,107.18230851715748,16
-3,6,5,0.9571,107.31228246987811,16
-5,-6,-3,0.9559,107.50802918812548,16
0,-3,8,0.9398,110.2301115500463,8
-1,6,6,0.9379,110.56375976986061,8
8,0,-3,0.936,110.90017911123678,8
-6,6,-1,0.9355,110.98917693341755,16
-3,8,0,0.9354,111.0069999912443,8
-1,3,8,0.9334,111.3651184562214,16
-5,0,-7,0.9324,111.54537250231489,8
7,0,-5,0.9307,111.85365847243938,8
3,7,4,0.9301,111.96302832864515,16
7,4,3,0.9297,112.03610611462804,16
3,8,-1,0.9291,112.14597082923763,16
1,5,7,0.9261,112.69981459086333,16
5,5,-5,0.9245,112.99832863871623,8
-5,-7,-1,0.9229,113.29906339271929,16
2,-3,8,0.9149,114.8372755719845,16
-4,-5,6,0.9131,115.19160894101846,16
6,4,5,0.9124,115.33025133472248,16
-5,6,4,0.9118,115.44946878774985,16
8,2,3,0.9113,115.54908706529243,16
8,3,-2,0.911,115.6089765946435,16
2,-5,-7,0.908,116.2128276626438,16
7,2,5,0.9065,116.51818947656908,16
-7,-5,2,0.9052,116.78472780951763,16
0,0,-9,0.8928,119.42047005399992,2
-1,-4,-8,0.8918,119.64081537233993,16
4,4,-7,0.8909,119.84017583674326,8
-3,-6,-6,0.8901,120.01822904273412,8
1,8,-4,0.8889,120.28681563383903,16
-6,6,-3,0.8885,120.37675024239897,16
4,-8,-1,0.8881,120.46688938719254,16
9,0,0,0.888,120.48945625043382,4
1,0,-9,0.8873,120.64778533665617,8
-3,-3,-8,0.8863,120.87507397229123,8
3,8,-3,0.8831,121.61130872611253,16
-1,-9,0,0.8826,121.72759663525652,8
-1,1,9,0.8819,121.89097860727304,16
-5,-3,7,0.88,122.33789462906445,16
-7,-3,-5,0.8787,122.64663524026183,16
-5,7,-3,0.8777,122.88579300359137,16
9,-1,-1,0.8773,122.98186642387388,8
0,2,-9,0.8713,124.45207736727149,8
0,6,-7,0.8696,124.87894349771163,8
