H,K,L,Distance,2theta/TOF,Mult
0,0,1,8.0357,11.010490975249178,2
0,1,0,7.9924,11.070327686021603,4
1,0,-1,5.6667,15.637976430816277,8
-1,1,0,5.6515,15.680299699785575,8
-1,-1,1,4.6227,19.19995259812807,8
-1,0,2,3.5898,24.802063093020944,8
2,0,1,3.5781,24.884460264756857,8
1,-2,0,3.5743,24.911340616422574,8
-1,1,-2,3.2746,27.233255374208458,16
1,-2,-1,3.2658,27.308057305325782,16
0,0,3,2.6785,33.454712822197195,2
1,2,2,2.6705,33.557894777115415,8
-2,-2,1,2.6657,33.62011475407307,8
0,3,0,2.6641,33.64090684444241,4
0,-1,3,2.5397,35.3416183247088,8
0,3,-1,2.5287,35.50045902100564,8
3,1,0,2.5274,35.51932713694809,8
1,1,-3,2.4204,37.145599710265884,8
-1,-3,-1,2.4109,37.29735519960068,8
0,2,3,2.225,40.54444315504052,8
0,3,-2,2.2203,40.634052159331844,8
-2,3,0,2.2167,40.70296348235101,8
-2,1,-3,2.1434,42.160052304667076,16
3,1,-2,2.1393,42.24471934225293,16
-3,-2,1,2.1368,42.29651695449888,16
0,-1,4,1.9483,46.61784803493949,8
-2,2,-3,1.9439,46.72962479994095,16
-2,3,2,1.9409,46.80615395155473,16
0,-4,1,1.939,46.8547563789332,8
-1,4,0,1.9384,46.8701261671254,8
-1,-1,-4,1.8929,48.06681923133433,8
3,0,-3,1.8889,48.175052183188576,8
-4,1,-1,1.8844,48.29741852520655,16
-3,3,0,1.8838,48.31378264535436,8
3,-1,3,1.8382,49.59197799314166,8
-3,-3,1,1.8341,49.71034762281133,8
2,-1,-4,1.7512,52.23632858935782,16
-1,4,-2,1.7458,52.410174700832926,16
2,-4,-1,1.7445,52.452206743990224,16
-3,-2,3,1.7077,53.671913478550344,16
-3,-3,2,1.7056,53.743305346593594,8
0,0,5,1.6071,57.33114373610552,2
0,-3,4,1.604,57.45225574296344,8
0,4,-3,1.6015,57.5503196230091,8
0,-5,0,1.5984,57.672409259302505,4
0,1,5,1.5756,58.58740804180235,8
3,1,-4,1.5726,58.71008746276783,16
4,-1,3,1.5703,58.80450941713058,16
4,-3,1,1.5677,58.91163397701468,16
1,5,0,1.5674,58.92402101783488,8
1,1,5,1.5458,59.83058622002362,8
3,-3,-3,1.5409,60.040363569964846,8
5,-1,-1,1.5384,60.14799370300415,8
0,2,5,1.491,62.26901790948002,8
2,3,4,1.4885,62.38531191509809,16
2,4,-3,1.4866,62.47400496288224,16
-3,-4,2,1.4852,62.539529676335384,16
2,-5,0,1.4841,62.591116109673195,8
2,-1,5,1.4658,63.46282819559664,16
5,1,-2,1.4602,63.73478260564449,16
-5,2,-1,1.4594,63.77383649572696,16
2,2,-5,1.397,66.98662569865922,8
4,1,4,1.3949,67.10082012514707,8
5,2,-2,1.3922,67.24825933666374,16
-4,4,1,1.3915,67.28659836495383,16
0,3,-5,1.3761,68.14215361181589,8
-3,-3,-4,1.3741,68.25499228635215,8
0,-5,3,1.3726,68.33988670733127,8
5,3,0,1.3706,68.45343505307633,8
-3,-1,5,1.3561,69.28903759608409,16
5,-1,3,1.3528,69.48230789334758,16
5,3,1,1.3511,69.58232851327563,16
0,1,6,1.3208,71.41909988525194,8
0,6,-1,1.3141,71.83962967921596,8
1,6,0,1.3139,71.85226598053345,8
-1,1,6,1.3032,72.53546952031827,16
2,-3,-5,1.3011,72.67122971175043,16
-5,-2,3,1.2982,72.85962609238368,16
3,5,2,1.2972,72.92483887812205,16
1,-6,1,1.2967,72.95749329009753,8
-1,-2,-6,1.2541,75.86311483851037,16
0,-4,5,1.2523,75.99153899743692,8
0,-5,4,1.2508,76.09892775305075,8
4,4,-3,1.2496,76.18508130347702,8
1,-6,2,1.2488,76.24263726885637,16
2,-6,-1,1.2483,76.27865874764103,16
-4,5,0,1.2482,76.28586757391672,8
4,1,5,1.2372,77.08818493153001,16
-5,1,-4,1.2357,77.19904863957373,16
4,5,1,1.2334,77.36973073973769,16
3,3,5,1.2226,78.18258008812239,8
5,-3,3,1.2202,78.36581102295182,16
3,0,-6,1.1966,80.22024110073205,8
-2,-4,-5,1.195,80.3495473063477,16
-2,-5,4,1.1937,80.45495493016858,16
0,6,3,1.1927,80.53625007147676,8
4,-5,2,1.192,80.5932669666032,16
-3,6,0,1.1914,80.64221110130241,8
1,-3,-6,1.1834,81.3012733035231,16
6,-1,3,1.1796,81.61861613735098,16
6,-3,-1,1.1785,81.71100282190038,16
0,0,7,1.1479,84.38004914446157,2
2,-3,-6,1.1463,84.52511216386569,16
6,2,3,1.1429,84.83527949989963,16
6,3,-2,1.1422,84.8994622984179,16
