system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
2,2.9675543749394673,2.9675543749394673,4.750583406720095,90.0,90.0,120.0
1,3.2941173083667676,3.2941173083667676,3.2941173083667676,90.0,90.0,90.0
