system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
2,2.985065779101541,2.985065779101541,4.710485573261185,90.0,90.0,120.0
1,3.310440910954775,3.310440910954775,3.310440910954775,90.0,90.0,90.0
