No.,H,K,L,Mult,2theta/,Ints/
1,-1,1,0,24,35.81810722168524,66.00444397591284
2,0,2,0,6,51.55590704583652,5.5216294909175705
3,1,-2,-1,48,64.36584205172827,21.19217258286551
4,0,2,2,12,75.9058694414317,3.053122552325919
5,3,1,0,24,86.88812381146039,4.1490157844560045
6,2,-2,2,24,97.74004481381245,3.2071943060001225
7,-2,1,-3,48,108.9054072646355,5.71154804913246
8,0,4,0,6,120.87507397229125,0.718083342454289
