H,K,L,Distance,2theta/TOF,Mult
1,1,1,5.4328,16.302447513008403,8
0,1,2,4.2082,21.094526763368258,24
0,2,2,3.3269,26.775016834311703,12
0,0,3,3.1366,28.432612142592895,6
1,1,3,2.8372,31.506951717045073,24
0,2,3,2.6098,34.33370924241135,24
0,1,4,2.2822,39.45214753070137,24
1,3,3,2.1588,41.809688302163835,24
1,2,4,2.0534,44.06497011528413,48
0,0,5,1.882,48.3213318813138,6
1,1,5,1.8109,50.3477490766244,24
0,2,5,1.7473,52.316202611100245,24
1,4,4,1.638,56.10319189042648,24
1,3,5,1.5905,57.934669744581036,48
0,1,6,1.5469,59.730438306500176,24
0,4,5,1.4695,63.22739633150696,24
3,3,5,1.435,64.93104259621853,24
0,3,6,1.4027,66.61780885339672,24
0,0,7,1.3442,69.92665295386213,6
1,1,7,1.3176,71.55242592945073,24
0,2,7,1.2925,73.16420666884484,24
2,2,7,1.2463,76.35018011318466,24
1,3,7,1.225,77.9252732214479,48
0,5,6,1.2048,79.48767796659904,24
0,1,8,1.1671,82.60111786311542,24
3,3,7,1.1496,84.14279054828494,24
1,2,8,1.1328,85.686251352042,48
0,6,6,1.1089,87.99853945013112,12
0,3,8,1.1013,88.76465470598913,24
