H,K,L,Distance,2theta/TOF,Mult
0,5,1,3.4716,25.6606698703846,4
0,1,-2,3.4608,25.74212076740538,4
1,4,1,3.3598,26.52987296822338,4
1,5,0,3.3164,26.883523754940605,4
0,3,-2,3.1074,28.729229361685185,4
-1,0,2,3.0264,29.515374744174416,4
2,1,0,2.9452,30.34841300353774,4
1,6,0,2.9047,30.781960804737974,4
1,2,2,2.8962,30.874550049675122,4
0,7,0,2.852,31.365257028941063,2
2,0,1,2.7418,32.660445248502185,4
-2,3,0,2.718,32.954549556129386,4
-2,-1,-1,2.7163,32.97576282603016,4
1,-6,1,2.6844,33.3790279234227,4
0,7,1,2.6426,33.92285572031511,4
0,5,2,2.6379,33.985131684573325,4
-1,4,-2,2.5878,34.663698712248575,8
-1,-7,0,2.5722,34.880649064604405,4
2,-3,1,2.535,35.409309359081924,8
2,-5,0,2.387,37.68479034468058,4
0,0,3,2.3427,38.4250754346678,2
0,-1,3,2.3267,38.69979824526003,4
1,-8,0,2.3016,39.13894638696596,4
-2,-5,-1,2.2602,39.88596673751642,8
-2,1,-2,2.2572,39.94123316966943,4
1,-6,2,2.2388,40.28365710601423,8
0,-9,0,2.2182,40.674221381060974,2
0,7,2,2.2144,40.74711554174336,4
0,-3,3,2.2097,40.837644893591545,4
-1,8,-1,2.1873,41.27482528317785,4
1,0,3,2.18,41.41937807121282,4
-2,3,2,2.1499,42.02653486714167,8
-1,2,-3,2.1298,42.44224580822315,8
0,-9,-1,2.1153,42.74741425980991,4
-1,-9,0,2.0787,43.53812152134887,4
2,-7,0,2.0597,43.96056784827175,4
0,-5,3,2.0205,44.85934373160148,4
1,-4,-3,1.9978,45.397320804869096,8
3,0,0,1.9851,45.70414280272842,2
-2,-7,1,1.9765,45.914350687048454,8
3,1,0,1.9754,45.94138160122634,4
2,-5,-2,1.9745,45.963522218907755,8
3,2,0,1.947,46.650815515952225,4
1,-8,2,1.9253,47.20831437293925,8
3,0,-1,1.9104,47.59915206296016,4
-3,3,0,1.9023,47.81444039718014,4
1,10,0,1.8928,48.06951892507434,4
-3,-2,1,1.8763,48.519306550171265,8
0,9,2,1.8757,48.53582666660385,4
-3,4,0,1.8446,49.40836941146999,4
2,0,3,1.8412,49.50573564659215,4
-2,1,-3,1.8334,49.7306156565179,8
1,10,-1,1.8277,49.896295627165884,8
-1,-6,-3,1.8235,50.01911026913031,8
0,-11,0,1.8149,50.27255569417606,2
0,7,-3,1.8102,50.41219648121878,4
3,-4,1,1.7842,51.199473492986925,8
2,-9,0,1.7789,51.363104130879705,4
-3,-5,0,1.7776,51.40340619294438,4
2,-7,2,1.7769,51.42513455907579,4
2,3,-3,1.7745,51.49977707707923,8
0,-11,1,1.7572,52.04456942338783,4
0,-1,4,1.7502,52.26843162864213,4
1,-11,0,1.736,52.728772716403896,4
3,0,-2,1.7284,52.97864291756686,4
-2,9,-1,1.7245,53.10782719673875,8
-3,6,0,1.7048,53.7705544530508,4
-3,2,-2,1.7031,53.82855474235424,8
0,-3,4,1.6988,53.975846512958896,4
-1,0,4,1.6852,54.44729696993105,4
-2,5,3,1.6719,54.91675632947803,8
-1,-10,-2,1.6664,55.11338006284052,8
-1,2,-4,1.6617,55.282576204717245,8
3,-6,-1,1.6567,55.463771010718084,8
1,8,3,1.6418,56.011192725281184,8
-3,-4,2,1.6332,56.33234629312173,8
-3,7,0,1.6293,56.479263436216755,4
0,11,2,1.6125,57.121451960512964,4
0,-9,-3,1.6107,57.19116977111675,4
0,-5,4,1.6082,57.288297512177756,4
-1,12,0,1.6023,57.518900874537586,4
-1,4,-4,1.5966,57.74355058694871,8
2,9,2,1.5871,58.12210215349747,4
1,12,1,1.5622,59.139606909121206,4
-3,8,0,1.5535,59.504049436973176,4
-2,-11,0,1.5497,59.66472522691823,4
2,7,-3,1.5468,59.787964858511955,8
3,6,2,1.5338,60.34710422448092,8
3,8,-1,1.5169,61.09076972625423,8
3,0,-3,1.5145,61.19795850671621,4
-2,-11,1,1.5133,61.251702699041985,8
2,-1,-4,1.5089,61.44962483579085,8
1,6,-4,1.5033,61.70349876935896,8
-3,-2,3,1.4974,61.973395526667495,8
0,-7,4,1.4959,62.04241397996977,4
4,-1,0,1.4847,62.56296683008186,4
-3,-9,0,1.4792,62.82201545812285,4
2,3,4,1.4755,62.99757421402805,8
