H,K,L,Distance,2theta/TOF,Mult
0,0,1,2.866,31.20812795,6
0,1,1,2.0265,44.7193326,12
1,1,1,1.6546,55.54024454,8
0,0,2,1.433,65.09196199,6
0,1,2,1.2817,73.95228221,24
1,1,2,1.17,82.43298022,24
0,2,2,1.0132,99.08304631,12
0,0,3,0.9553,107.6062586,6
