H,K,L,Distance,2theta/TOF,Mult
0,0,1,4.7426,18.71013083675816,2
0,2,0,4.266,20.822540285505518,2
-1,1,0,4.0863,21.74914853270326,4
-1,-1,1,3.6719,24.238990936612417,1
0,2,1,3.1716,28.135580489650238,4
1,-1,1,2.7264,32.85013626359573,4
-2,0,1,2.4347,36.91952594003936,2
1,3,0,2.4268,37.044071988522944,4
-1,-1,2,2.3745,37.89071161388308,1
0,0,2,2.3713,37.94379704242892,2
1,-3,-1,2.3308,38.62901906059477,4
2,0,0,2.3274,38.687695253553414,2
0,4,0,2.133,42.37549930475552,2
-2,-2,1,2.1145,42.764382276654246,1
0,2,2,2.0726,43.672837006239696,4
2,2,0,2.0431,44.3366118979385,1
-2,0,2,2.034,44.5455781368875,2
-1,-3,-1,2.0226,44.81023731871632,4
0,-4,1,1.9453,46.693999509831485,4
1,3,-2,1.8657,48.81288653379216,4
2,0,1,1.8588,49.00597548984178,2
2,2,-2,1.8359,49.658308396563456,1
-1,1,-2,1.8316,49.78281224437604,4
2,2,1,1.704,53.797832435773074,1
1,1,-3,1.6451,55.88897677551607,1
-3,1,1,1.6158,56.994099004241875,4
2,-4,-1,1.6043,57.440511701682695,4
1,5,0,1.6021,57.52675217677255,4
0,-4,-2,1.5858,58.1743111276361,4
0,0,3,1.5808,58.37603956624238,2
2,0,-3,1.5739,58.65685989881871,2
1,-5,-1,1.5735,58.67322676352952,4
-2,4,0,1.5725,58.71418611243476,4
-1,-3,-2,1.5655,59.00260014824835,4
3,1,-2,1.5324,60.40798045147438,4
3,1,0,1.5266,60.66157415351711,4
0,2,3,1.4823,62.67572598942583,4
-2,2,3,1.4766,62.9452719589277,4
2,-4,-2,1.472,63.16460852712072,4
-1,5,-1,1.4677,63.371119582166976,4
-1,3,3,1.4443,64.52069214851036,4
-2,0,-2,1.4386,64.80750714453349,4
-3,-3,1,1.4243,65.539231119806,1
0,-6,0,1.422,65.65857878302751,2
-1,5,2,1.4043,66.5928981615683,4
2,-4,1,1.4013,66.75409967939129,4
-3,-3,2,1.3662,68.70468376433722,1
2,-2,2,1.3632,68.87713729922324,4
-3,3,0,1.3621,68.94060535295948,4
0,6,-1,1.362,68.94638145713512,4
1,-1,3,1.3477,69.78331017500979,4
3,-1,-3,1.3391,70.29735035205688,4
-3,1,-1,1.3314,70.7646365648251,4
0,4,-3,1.27,74.74920242604652,4
2,4,-3,1.2664,74.9982351549391,4
-1,5,-2,1.2621,75.29810353142769,4
1,1,-4,1.2398,76.89685765848789,1
2,0,-4,1.236,77.17684752076602,2
-1,3,-3,1.2304,77.59362708247565,4
4,0,-1,1.2289,77.7061177660198,2
2,-6,-1,1.2279,77.78131382213263,4
3,-3,-3,1.2239,78.08372898351871,4
0,6,2,1.2195,78.41943435093457,4
3,3,1,1.218,78.53461825183513,1
4,0,-2,1.2173,78.58850035993248,2
2,6,0,1.2134,78.8902221022628,4
