system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
2,2.98201947334711,2.98201947334711,4.7806268021457266,90.0,90.0,120.0
1,3.3093083081533883,3.3093083081533883,3.3093083081533883,90.0,90.0,90.0
