system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
2,2.9884433768614405,2.9884433768614405,4.736677385984675,90.0,90.0,120.0
1,3.3148105123212876,3.3148105123212876,3.3148105123212876,90.0,90.0,90.0
