system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
1,9.404682844970736,9.404682844970736,9.404682844970736,90,90,90
3,4.5002548975347585,4.5002548975347585,3.0936182848732754,90,90,90
1,9.419814904010234,9.419814904010234,9.419814904010234,90,90,90
