system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
2,2.978657564945369,2.978657564945369,4.791264357629137,90.0,90.0,120.0
1,3.3019393159521813,3.3019393159521813,3.3019393159521813,90.0,90.0,90.0
