H,K,L,Distance,2theta/TOF,Mult
0,0,1,3.32,26.853827016872422,6
-1,1,0,2.3475,38.34343317422969,24
-1,-1,1,1.9168,47.43045923093347,24
0,2,0,1.66,55.34404312217799,6
2,0,1,1.4847,62.56296683008186,24
1,-2,-1,1.3553,69.3357838907709,48
0,2,2,1.1737,82.11693514397174,12
-2,-2,1,1.1066,88.31872056766105,24
3,1,0,1.0498,94.50453960111275,24
-1,-3,-1,1.001,100.73469434454663,24
2,-2,2,0.9584,107.10128621529614,24
-2,3,0,0.9208,113.6972052423091,24
