H,K,L,Distance,2theta/TOF,Mult
0,1,0,2.517,35.64119193141551,6
0,0,2,2.3333,38.55354930906711,2
0,1,1,2.2153,40.69542659654929,12
0,1,2,1.7111,53.50997895451506,12
0,0,3,1.5555,59.36697272048352,2
1,1,0,1.4532,64.02025531011357,6
1,1,1,1.3874,67.45017643877584,1
0,1,3,1.3232,71.20334288720122,12
0,2,0,1.2585,75.47939429861033,6
1,1,2,1.2335,77.28811196946816,12
0,2,1,1.215,78.690065048956,12
